#,x_cen,y_cen,Cluster,x1,y1,x2,y2,x3,y3,x4,y4,nombre_imagen
1041,238,77,7,216,66,216,88,260,88,260,66,2013-02-22_11_45_06
1042,207,41,2,188,31,188,51,226,51,226,31,2013-02-22_11_45_06
1043,159,35,1,141,26,141,44,177,44,177,26,2013-02-22_11_45_06
1044,152,21,21,136,11,136,31,169,31,169,11,2013-02-22_11_45_06
1045,194,24,15,175,15,175,34,214,34,214,15,2013-02-22_11_45_06
1046,392,264,4,354,242,354,286,430,286,430,242,2013-02-22_11_50_06
1047,295,243,18,264,223,264,263,325,263,325,223,2013-02-22_11_50_06
1048,267,203,16,237,185,237,221,298,221,298,185,2013-02-22_11_50_06
1049,203,113,3,173,99,173,127,232,127,232,99,2013-02-22_11_50_06
1050,341,292,11,300,267,300,316,381,316,381,267,2013-02-22_11_50_06
1051,317,325,20,286,305,286,346,349,346,349,305,2013-02-22_11_50_06
1052,259,170,0,219,154,219,186,299,186,299,154,2013-02-22_11_50_06
1053,365,219,8,329,200,329,238,401,238,401,200,2013-02-22_11_50_06
1054,308,152,13,282,137,282,167,334,167,334,137,2013-02-22_11_50_06
1055,197,92,19,173,81,173,103,220,103,220,81,2013-02-22_11_50_06
1056,257,100,5,232,88,232,111,281,111,281,88,2013-02-22_11_50_06
1057,278,122,14,254,110,254,134,302,134,302,110,2013-02-22_11_50_06
1058,231,141,12,205,127,205,155,256,155,256,127,2013-02-22_11_50_06
1059,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_11_50_06
1060,169,52,6,146,42,146,62,192,62,192,42,2013-02-22_11_50_06
1061,238,77,7,216,65,216,88,260,88,260,65,2013-02-22_11_50_06
1062,207,41,2,188,31,188,51,227,51,227,31,2013-02-22_11_50_06
1063,159,35,1,141,26,141,44,177,44,177,26,2013-02-22_11_50_06
1064,194,25,15,175,15,175,34,214,34,214,15,2013-02-22_11_50_06
1065,153,21,21,136,12,136,31,169,31,169,12,2013-02-22_11_50_06
1066,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_11_55_06
1067,202,113,3,173,99,173,127,232,127,232,99,2013-02-22_11_55_06
1068,295,243,18,264,223,264,263,325,263,325,223,2013-02-22_11_55_06
1069,267,203,16,237,185,237,221,297,221,297,185,2013-02-22_11_55_06
1070,341,292,11,300,268,300,316,381,316,381,268,2013-02-22_11_55_06
1071,317,325,20,286,305,286,346,348,346,348,305,2013-02-22_11_55_06
1072,259,170,0,219,154,219,186,299,186,299,154,2013-02-22_11_55_06
1073,365,219,8,329,200,329,238,402,238,402,200,2013-02-22_11_55_06
1074,308,152,13,282,137,282,167,334,167,334,137,2013-02-22_11_55_06
1075,196,92,19,173,81,173,103,220,103,220,81,2013-02-22_11_55_06
1076,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_11_55_06
1077,231,141,12,205,127,205,155,257,155,257,127,2013-02-22_11_55_06
1078,278,122,14,253,110,253,135,302,135,302,110,2013-02-22_11_55_06
1079,238,77,7,216,66,216,88,260,88,260,66,2013-02-22_11_55_06
1080,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_11_55_06
1081,224,57,9,204,47,204,68,244,68,244,47,2013-02-22_11_55_06
1082,169,52,6,146,42,146,61,192,61,192,42,2013-02-22_11_55_06
1083,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_00_06
1084,267,203,16,237,186,237,221,297,221,297,186,2013-02-22_12_00_06
1085,317,325,20,286,305,286,346,348,346,348,305,2013-02-22_12_00_06
1086,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_12_00_06
1087,203,113,3,174,99,174,127,232,127,232,99,2013-02-22_12_00_06
1088,341,292,11,300,268,300,316,381,316,381,268,2013-02-22_12_00_06
1089,259,170,0,219,154,219,186,299,186,299,154,2013-02-22_12_00_06
1090,365,219,8,329,200,329,238,402,238,402,200,2013-02-22_12_00_06
1091,308,152,13,282,138,282,167,334,167,334,138,2013-02-22_12_00_06
1092,231,141,12,205,127,205,155,256,155,256,127,2013-02-22_12_00_06
1093,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_12_00_06
1094,257,100,5,233,88,233,111,280,111,280,88,2013-02-22_12_00_06
1095,278,122,14,254,110,254,134,302,134,302,110,2013-02-22_12_00_06
1096,180,70,17,158,58,158,82,201,82,201,58,2013-02-22_12_00_06
1097,238,77,7,216,66,216,88,260,88,260,66,2013-02-22_12_00_06
1098,224,57,9,204,47,204,68,244,68,244,47,2013-02-22_12_00_06
1099,169,52,6,146,42,146,62,192,62,192,42,2013-02-22_12_00_06
1100,207,41,2,188,31,188,50,226,50,226,31,2013-02-22_12_00_06
1101,160,35,1,141,26,141,44,178,44,178,26,2013-02-22_12_00_06
1102,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_05_06
1103,317,325,20,286,305,286,346,348,346,348,305,2013-02-22_12_05_06
1104,203,113,3,174,99,174,127,232,127,232,99,2013-02-22_12_05_06
1105,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_12_05_06
1106,341,292,11,300,268,300,316,381,316,381,268,2013-02-22_12_05_06
1107,267,204,16,237,186,237,221,297,221,297,186,2013-02-22_12_05_06
1108,365,219,8,329,200,329,238,401,238,401,200,2013-02-22_12_05_06
1109,259,170,0,219,154,219,186,298,186,298,154,2013-02-22_12_05_06
1110,308,152,13,282,137,282,167,334,167,334,137,2013-02-22_12_05_06
1111,231,141,12,205,127,205,155,256,155,256,127,2013-02-22_12_05_06
1112,196,92,19,174,81,174,103,219,103,219,81,2013-02-22_12_05_06
1113,278,122,14,254,110,254,135,302,135,302,110,2013-02-22_12_05_06
1114,257,100,5,233,88,233,112,281,112,281,88,2013-02-22_12_05_06
1115,238,77,7,216,66,216,88,259,88,259,66,2013-02-22_12_05_06
1116,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_12_05_06
1117,224,57,9,204,47,204,68,244,68,244,47,2013-02-22_12_05_06
1118,169,52,6,146,43,146,62,192,62,192,43,2013-02-22_12_05_06
1119,159,36,1,141,26,141,45,178,45,178,26,2013-02-22_12_05_06
1120,207,41,2,187,31,187,50,226,50,226,31,2013-02-22_12_05_06
1121,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_10_06
1122,341,292,11,300,268,300,316,381,316,381,268,2013-02-22_12_10_06
1123,295,243,18,264,223,264,263,325,263,325,223,2013-02-22_12_10_06
1124,317,326,20,286,305,286,346,348,346,348,305,2013-02-22_12_10_06
1125,203,113,3,174,99,174,127,232,127,232,99,2013-02-22_12_10_06
1126,267,203,16,237,186,237,221,297,221,297,186,2013-02-22_12_10_06
1127,259,171,0,219,154,219,187,298,187,298,154,2013-02-22_12_10_06
1128,308,152,13,282,137,282,167,334,167,334,137,2013-02-22_12_10_06
1129,365,219,8,329,200,329,238,402,238,402,200,2013-02-22_12_10_06
1130,231,141,12,205,127,205,155,257,155,257,127,2013-02-22_12_10_06
1131,277,122,14,253,110,253,134,301,134,301,110,2013-02-22_12_10_06
1132,257,100,5,234,88,234,112,281,112,281,88,2013-02-22_12_10_06
1133,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_12_10_06
1134,179,70,17,157,58,157,82,202,82,202,58,2013-02-22_12_10_06
1135,238,77,7,217,66,217,88,259,88,259,66,2013-02-22_12_10_06
1136,169,52,6,146,43,146,62,192,62,192,43,2013-02-22_12_10_06
1137,224,57,9,204,47,204,68,244,68,244,47,2013-02-22_12_10_06
1138,159,36,1,140,26,140,45,178,45,178,26,2013-02-22_12_10_06
1139,207,41,2,188,31,188,50,226,50,226,31,2013-02-22_12_10_06
1140,153,21,21,137,12,137,30,169,30,169,12,2013-02-22_12_10_06
1141,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_15_06
1142,295,243,18,264,223,264,263,325,263,325,223,2013-02-22_12_15_06
1143,267,203,16,237,185,237,221,298,221,298,185,2013-02-22_12_15_06
1144,340,292,11,300,268,300,316,381,316,381,268,2013-02-22_12_15_06
1145,317,326,20,286,305,286,347,349,347,349,305,2013-02-22_12_15_06
1146,203,113,3,174,99,174,127,232,127,232,99,2013-02-22_12_15_06
1147,366,218,8,329,199,329,238,402,238,402,199,2013-02-22_12_15_06
1148,259,170,0,219,154,219,186,299,186,299,154,2013-02-22_12_15_06
1149,308,152,13,282,137,282,167,334,167,334,137,2013-02-22_12_15_06
1150,231,141,12,205,127,205,155,256,155,256,127,2013-02-22_12_15_06
1151,197,92,19,174,81,174,103,220,103,220,81,2013-02-22_12_15_06
1152,330,183,10,302,166,302,200,359,200,359,166,2013-02-22_12_15_06
1153,278,123,14,254,110,254,135,302,135,302,110,2013-02-22_12_15_06
1154,256,100,5,232,88,232,111,281,111,281,88,2013-02-22_12_15_06
1155,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_12_15_06
1156,238,77,7,216,66,216,88,260,88,260,66,2013-02-22_12_15_06
1157,169,52,6,146,42,146,62,193,62,193,42,2013-02-22_12_15_06
1158,224,57,9,204,47,204,68,244,68,244,47,2013-02-22_12_15_06
1159,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_20_06
1160,317,326,20,286,305,286,347,348,347,348,305,2013-02-22_12_20_06
1161,295,243,18,264,224,264,263,326,263,326,224,2013-02-22_12_20_06
1162,341,292,11,300,268,300,316,381,316,381,268,2013-02-22_12_20_06
1163,203,113,3,173,99,173,127,232,127,232,99,2013-02-22_12_20_06
1164,267,203,16,237,186,237,221,297,221,297,186,2013-02-22_12_20_06
1165,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_12_20_06
1166,259,170,0,219,154,219,186,299,186,299,154,2013-02-22_12_20_06
1167,308,152,13,282,137,282,167,334,167,334,137,2013-02-22_12_20_06
1168,277,122,14,254,110,254,134,301,134,301,110,2013-02-22_12_20_06
1169,257,100,5,233,88,233,112,280,112,280,88,2013-02-22_12_20_06
1170,331,183,10,303,166,303,199,359,199,359,166,2013-02-22_12_20_06
1171,197,92,19,174,81,174,103,220,103,220,81,2013-02-22_12_20_06
1172,231,141,12,205,127,205,154,257,154,257,127,2013-02-22_12_20_06
1173,238,77,7,217,66,217,87,260,87,260,66,2013-02-22_12_20_06
1174,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_12_20_06
1175,224,57,9,204,47,204,68,244,68,244,47,2013-02-22_12_20_06
1176,169,52,6,146,42,146,62,192,62,192,42,2013-02-22_12_20_06
1177,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_25_06
1178,203,113,3,174,99,174,127,232,127,232,99,2013-02-22_12_25_06
1179,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_12_25_06
1180,317,325,20,286,305,286,346,348,346,348,305,2013-02-22_12_25_06
1181,267,203,16,237,185,237,221,297,221,297,185,2013-02-22_12_25_06
1182,341,292,11,300,268,300,316,381,316,381,268,2013-02-22_12_25_06
1183,365,218,8,329,199,329,238,402,238,402,199,2013-02-22_12_25_06
1184,259,171,0,219,154,219,187,299,187,299,154,2013-02-22_12_25_06
1185,197,92,19,173,81,173,103,220,103,220,81,2013-02-22_12_25_06
1186,308,152,13,282,137,282,167,334,167,334,137,2013-02-22_12_25_06
1187,331,183,10,303,166,303,200,359,200,359,166,2013-02-22_12_25_06
1188,231,141,12,205,127,205,155,256,155,256,127,2013-02-22_12_25_06
1189,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_12_25_06
1190,278,122,14,253,110,253,135,302,135,302,110,2013-02-22_12_25_06
1191,238,77,7,216,66,216,88,260,88,260,66,2013-02-22_12_25_06
1192,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_12_25_06
1193,224,58,9,204,47,204,68,244,68,244,47,2013-02-22_12_25_06
1194,169,52,6,146,42,146,62,192,62,192,42,2013-02-22_12_25_06
1195,207,41,2,188,32,188,51,226,51,226,32,2013-02-22_12_25_06
1196,193,25,15,174,17,174,34,212,34,212,17,2013-02-22_12_25_06
1197,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_30_06
1198,317,325,20,286,305,286,346,348,346,348,305,2013-02-22_12_30_06
1199,295,243,18,264,224,264,262,325,262,325,224,2013-02-22_12_30_06
1200,202,113,3,173,98,173,127,232,127,232,98,2013-02-22_12_30_06
1201,341,292,11,300,268,300,316,381,316,381,268,2013-02-22_12_30_06
1202,267,204,16,237,186,237,221,298,221,298,186,2013-02-22_12_30_06
1203,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_12_30_06
1204,331,183,10,303,166,303,200,359,200,359,166,2013-02-22_12_30_06
1205,196,92,19,173,81,173,103,220,103,220,81,2013-02-22_12_30_06
1206,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_12_30_06
1207,258,170,0,220,154,220,187,297,187,297,154,2013-02-22_12_30_06
1208,278,122,14,254,110,254,134,302,134,302,110,2013-02-22_12_30_06
1209,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_12_30_06
1210,231,141,12,205,127,205,155,257,155,257,127,2013-02-22_12_30_06
1211,238,77,7,217,66,217,88,260,88,260,66,2013-02-22_12_30_06
1212,224,57,9,204,47,204,67,244,67,244,47,2013-02-22_12_30_06
1213,169,52,6,146,42,146,62,192,62,192,42,2013-02-22_12_30_06
1214,207,41,2,188,32,188,51,227,51,227,32,2013-02-22_12_30_06
1215,193,25,15,174,17,174,34,212,34,212,17,2013-02-22_12_30_06
1216,159,35,1,141,26,141,45,178,45,178,26,2013-02-22_12_30_06
1217,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_35_07
1218,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_12_35_07
1219,317,325,20,286,305,286,346,348,346,348,305,2013-02-22_12_35_07
1220,203,113,3,174,99,174,127,232,127,232,99,2013-02-22_12_35_07
1221,267,204,16,237,186,237,221,298,221,298,186,2013-02-22_12_35_07
1222,341,292,11,300,267,300,316,381,316,381,267,2013-02-22_12_35_07
1223,365,218,8,329,199,329,238,402,238,402,199,2013-02-22_12_35_07
1224,331,183,10,302,166,302,200,359,200,359,166,2013-02-22_12_35_07
1225,259,170,0,219,154,219,187,299,187,299,154,2013-02-22_12_35_07
1226,197,92,19,173,81,173,103,220,103,220,81,2013-02-22_12_35_07
1227,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_12_35_07
1228,278,122,14,254,110,254,135,302,135,302,110,2013-02-22_12_35_07
1229,231,141,12,205,127,205,155,257,155,257,127,2013-02-22_12_35_07
1230,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_12_35_07
1231,238,77,7,217,66,217,88,260,88,260,66,2013-02-22_12_35_07
1232,224,57,9,204,47,204,68,244,68,244,47,2013-02-22_12_35_07
1233,169,52,6,146,42,146,62,193,62,193,42,2013-02-22_12_35_07
1234,207,41,2,188,32,188,50,227,50,227,32,2013-02-22_12_35_07
1235,393,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_40_07
1236,295,243,18,264,224,264,263,326,263,326,224,2013-02-22_12_40_07
1237,317,325,20,286,305,286,346,348,346,348,305,2013-02-22_12_40_07
1238,203,113,3,174,99,174,127,232,127,232,99,2013-02-22_12_40_07
1239,267,204,16,237,186,237,222,297,222,297,186,2013-02-22_12_40_07
1240,341,292,11,300,268,300,316,381,316,381,268,2013-02-22_12_40_07
1241,366,219,8,329,199,329,238,402,238,402,199,2013-02-22_12_40_07
1242,259,170,0,220,154,220,187,299,187,299,154,2013-02-22_12_40_07
1243,331,183,10,303,166,303,200,359,200,359,166,2013-02-22_12_40_07
1244,231,141,12,205,127,205,155,257,155,257,127,2013-02-22_12_40_07
1245,257,100,5,234,88,234,112,281,112,281,88,2013-02-22_12_40_07
1246,197,92,19,173,81,173,103,220,103,220,81,2013-02-22_12_40_07
1247,278,122,14,254,110,254,135,302,135,302,110,2013-02-22_12_40_07
1248,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_12_40_07
1249,238,77,7,217,66,217,88,260,88,260,66,2013-02-22_12_40_07
1250,223,57,9,204,47,204,67,243,67,243,47,2013-02-22_12_40_07
1251,169,52,6,146,42,146,62,192,62,192,42,2013-02-22_12_40_07
1252,207,41,2,188,32,188,51,227,51,227,32,2013-02-22_12_40_07
1253,159,35,1,141,26,141,44,178,44,178,26,2013-02-22_12_40_07
1254,153,22,21,136,12,136,31,169,31,169,12,2013-02-22_12_40_07
1255,194,26,15,175,17,175,34,213,34,213,17,2013-02-22_12_40_07
1256,393,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_45_07
1257,317,326,20,286,305,286,347,348,347,348,305,2013-02-22_12_45_07
1258,295,243,18,264,224,264,263,326,263,326,224,2013-02-22_12_45_07
1259,341,292,11,300,268,300,316,382,316,382,268,2013-02-22_12_45_07
1260,203,113,3,173,99,173,128,232,128,232,99,2013-02-22_12_45_07
1261,268,204,16,237,186,237,223,298,223,298,186,2013-02-22_12_45_07
1262,365,219,8,329,200,329,238,402,238,402,200,2013-02-22_12_45_07
1263,331,184,10,302,166,302,201,359,201,359,166,2013-02-22_12_45_07
1264,260,171,0,219,154,219,187,300,187,300,154,2013-02-22_12_45_07
1265,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_12_45_07
1266,197,92,19,174,81,174,103,220,103,220,81,2013-02-22_12_45_07
1267,278,123,14,254,110,254,135,302,135,302,110,2013-02-22_12_45_07
1268,231,141,12,205,127,205,155,257,155,257,127,2013-02-22_12_45_07
1269,180,70,17,158,58,158,82,201,82,201,58,2013-02-22_12_45_07
1270,238,77,7,217,65,217,88,260,88,260,65,2013-02-22_12_45_07
1271,223,57,9,203,47,203,67,243,67,243,47,2013-02-22_12_45_07
1272,169,52,6,146,43,146,62,193,62,193,43,2013-02-22_12_45_07
1273,207,41,2,188,32,188,51,226,51,226,32,2013-02-22_12_45_07
1274,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_12_50_07
1275,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_12_50_07
1276,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_12_50_07
1277,341,292,11,300,267,300,316,381,316,381,267,2013-02-22_12_50_07
1278,267,204,16,237,186,237,221,298,221,298,186,2013-02-22_12_50_07
1279,203,113,3,174,99,174,127,232,127,232,99,2013-02-22_12_50_07
1280,366,219,8,329,199,329,238,402,238,402,199,2013-02-22_12_50_07
1281,260,170,0,220,154,220,186,300,186,300,154,2013-02-22_12_50_07
1282,305,151,13,277,135,277,166,333,166,333,135,2013-02-22_12_50_07
1283,278,122,14,254,110,254,135,302,135,302,110,2013-02-22_12_50_07
1284,231,141,12,205,127,205,155,256,155,256,127,2013-02-22_12_50_07
1285,331,183,10,303,166,303,200,359,200,359,166,2013-02-22_12_50_07
1286,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_12_50_07
1287,197,92,19,174,81,174,103,220,103,220,81,2013-02-22_12_50_07
1288,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_12_50_07
1289,238,77,7,216,65,216,88,260,88,260,65,2013-02-22_12_50_07
1290,223,57,9,203,47,203,67,243,67,243,47,2013-02-22_12_50_07
1291,169,52,6,146,42,146,62,192,62,192,42,2013-02-22_12_50_07
1292,207,41,2,188,32,188,50,226,50,226,32,2013-02-22_12_50_07
1293,153,22,21,136,12,136,31,169,31,169,12,2013-02-22_12_50_07
1294,159,35,1,141,26,141,44,177,44,177,26,2013-02-22_12_50_07
1295,393,264,4,354,242,354,286,432,286,432,242,2013-02-22_12_55_07
1296,317,326,20,286,305,286,346,348,346,348,305,2013-02-22_12_55_07
1297,295,243,18,264,224,264,263,326,263,326,224,2013-02-22_12_55_07
1298,341,292,11,300,268,300,316,382,316,382,268,2013-02-22_12_55_07
1299,203,113,3,174,99,174,127,232,127,232,99,2013-02-22_12_55_07
1300,267,204,16,237,186,237,222,298,222,298,186,2013-02-22_12_55_07
1301,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_12_55_07
1302,259,170,0,219,154,219,186,299,186,299,154,2013-02-22_12_55_07
1303,305,151,13,277,135,277,166,333,166,333,135,2013-02-22_12_55_07
1304,231,141,12,205,127,205,155,257,155,257,127,2013-02-22_12_55_07
1305,197,92,19,174,82,174,103,221,103,221,82,2013-02-22_12_55_07
1306,278,123,14,253,110,253,135,303,135,303,110,2013-02-22_12_55_07
1307,257,100,5,233,88,233,112,281,112,281,88,2013-02-22_12_55_07
1308,180,70,17,158,59,158,82,202,82,202,59,2013-02-22_12_55_07
1309,238,77,7,217,66,217,88,260,88,260,66,2013-02-22_12_55_07
1310,331,183,10,302,166,302,200,360,200,360,166,2013-02-22_12_55_07
1311,223,58,9,203,47,203,68,243,68,243,47,2013-02-22_12_55_07
1312,169,53,6,147,43,147,62,192,62,192,43,2013-02-22_12_55_07
1313,207,42,2,188,32,188,51,227,51,227,32,2013-02-22_12_55_07
1314,194,26,15,175,17,175,34,213,34,213,17,2013-02-22_12_55_07
1315,153,22,21,136,12,136,32,170,32,170,12,2013-02-22_12_55_07
1316,159,36,1,140,26,140,45,178,45,178,26,2013-02-22_12_55_07
1317,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_13_00_07
1318,317,326,20,286,305,286,347,348,347,348,305,2013-02-22_13_00_07
1319,295,243,18,264,224,264,263,326,263,326,224,2013-02-22_13_00_07
1320,341,292,11,300,268,300,316,382,316,382,268,2013-02-22_13_00_07
1321,268,203,16,237,185,237,222,299,222,299,185,2013-02-22_13_00_07
1322,366,219,8,329,199,329,238,402,238,402,199,2013-02-22_13_00_07
1323,259,170,0,219,154,219,186,299,186,299,154,2013-02-22_13_00_07
1324,305,151,13,277,135,277,166,333,166,333,135,2013-02-22_13_00_07
1325,278,122,14,254,110,254,134,302,134,302,110,2013-02-22_13_00_07
1326,197,93,19,173,81,173,105,220,105,220,81,2013-02-22_13_00_07
1327,231,141,12,205,127,205,155,257,155,257,127,2013-02-22_13_00_07
1328,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_13_00_07
1329,331,183,10,302,166,302,200,360,200,360,166,2013-02-22_13_00_07
1330,180,70,17,158,58,158,82,201,82,201,58,2013-02-22_13_00_07
1331,238,76,7,217,65,217,87,260,87,260,65,2013-02-22_13_00_07
1332,223,57,9,203,47,203,67,243,67,243,47,2013-02-22_13_00_07
1333,169,52,6,146,43,146,62,192,62,192,43,2013-02-22_13_00_07
1334,153,22,21,136,12,136,31,169,31,169,12,2013-02-22_13_00_07
1335,393,264,4,354,242,354,286,432,286,432,242,2013-02-22_13_05_07
1336,317,326,20,286,304,286,347,348,347,348,304,2013-02-22_13_05_07
1337,268,204,16,237,186,237,222,299,222,299,186,2013-02-22_13_05_07
1338,295,243,18,264,224,264,263,326,263,326,224,2013-02-22_13_05_07
1339,341,292,11,300,268,300,316,382,316,382,268,2013-02-22_13_05_07
1340,206,113,3,181,99,181,127,230,127,230,99,2013-02-22_13_05_07
1341,365,219,8,329,199,329,238,402,238,402,199,2013-02-22_13_05_07
1342,305,151,13,277,135,277,166,333,166,333,135,2013-02-22_13_05_07
1343,259,171,0,219,154,219,187,299,187,299,154,2013-02-22_13_05_07
1344,231,141,12,205,127,205,155,257,155,257,127,2013-02-22_13_05_07
1345,278,123,14,254,110,254,135,303,135,303,110,2013-02-22_13_05_07
1346,197,92,19,173,81,173,103,221,103,221,81,2013-02-22_13_05_07
1347,257,100,5,233,88,233,112,281,112,281,88,2013-02-22_13_05_07
1348,332,183,10,303,166,303,201,362,201,362,166,2013-02-22_13_05_07
1349,180,70,17,158,58,158,82,202,82,202,58,2013-02-22_13_05_07
1350,238,77,7,217,66,217,88,260,88,260,66,2013-02-22_13_05_07
1351,223,57,9,203,47,203,68,243,68,243,47,2013-02-22_13_05_07
1352,169,52,6,147,43,147,62,192,62,192,43,2013-02-22_13_05_07
1353,393,264,4,354,242,354,286,432,286,432,242,2013-02-22_13_10_07
1354,317,326,20,286,304,286,347,348,347,348,304,2013-02-22_13_10_07
1355,341,292,11,300,267,300,317,383,317,383,267,2013-02-22_13_10_07
1356,268,204,16,237,185,237,223,299,223,299,185,2013-02-22_13_10_07
1357,295,244,18,264,224,264,263,326,263,326,224,2013-02-22_13_10_07
1358,206,113,3,182,99,182,127,230,127,230,99,2013-02-22_13_10_07
1359,253,171,0,219,154,219,187,288,187,288,154,2013-02-22_13_10_07
1360,366,219,8,329,199,329,238,402,238,402,199,2013-02-22_13_10_07
1361,306,150,13,277,135,277,166,334,166,334,135,2013-02-22_13_10_07
1362,197,92,19,173,81,173,103,220,103,220,81,2013-02-22_13_10_07
1363,279,123,14,254,111,254,136,304,136,304,111,2013-02-22_13_10_07
1364,256,100,5,231,88,231,112,281,112,281,88,2013-02-22_13_10_07
1365,231,141,12,205,127,205,156,257,156,257,127,2013-02-22_13_10_07
1366,330,183,10,297,166,297,201,362,201,362,166,2013-02-22_13_10_07
1367,239,77,7,217,66,217,88,261,88,261,66,2013-02-22_13_10_07
1368,223,57,9,203,47,203,68,243,68,243,47,2013-02-22_13_10_07
1369,169,54,6,146,42,146,65,193,65,193,42,2013-02-22_13_10_07
1370,394,264,4,354,242,354,286,434,286,434,242,2013-02-22_13_15_07
1371,317,326,20,286,304,286,347,348,347,348,304,2013-02-22_13_15_07
1372,341,292,11,300,268,300,317,383,317,383,268,2013-02-22_13_15_07
1373,295,244,18,264,224,264,263,327,263,327,224,2013-02-22_13_15_07
1374,268,204,16,236,185,236,222,299,222,299,185,2013-02-22_13_15_07
1375,366,219,8,329,199,329,238,402,238,402,199,2013-02-22_13_15_07
1376,206,113,3,181,99,181,127,231,127,231,99,2013-02-22_13_15_07
1377,305,151,13,277,135,277,166,334,166,334,135,2013-02-22_13_15_07
1378,260,171,0,219,154,219,188,301,188,301,154,2013-02-22_13_15_07
1379,333,183,10,305,166,305,200,362,200,362,166,2013-02-22_13_15_07
1380,256,100,5,231,88,231,112,281,112,281,88,2013-02-22_13_15_07
1381,279,123,14,254,111,254,136,304,136,304,111,2013-02-22_13_15_07
1382,240,142,12,205,127,205,157,274,157,274,127,2013-02-22_13_15_07
1383,196,92,19,173,81,173,103,220,103,220,81,2013-02-22_13_15_07
1384,179,70,17,158,57,158,82,199,82,199,57,2013-02-22_13_15_07
1385,239,77,7,217,66,217,88,260,88,260,66,2013-02-22_13_15_07
1386,222,58,9,202,47,202,68,242,68,242,47,2013-02-22_13_15_07
1387,268,204,16,237,186,237,223,300,223,300,186,2013-02-22_13_20_07
1388,317,326,20,286,304,286,347,348,347,348,304,2013-02-22_13_20_07
1389,295,243,18,264,224,264,263,327,263,327,224,2013-02-22_13_20_07
1390,339,292,11,295,268,295,317,383,317,383,268,2013-02-22_13_20_07
1391,206,113,3,181,99,181,127,231,127,231,99,2013-02-22_13_20_07
1392,259,171,0,219,154,219,188,300,188,300,154,2013-02-22_13_20_07
1393,366,219,8,329,199,329,239,402,239,402,199,2013-02-22_13_20_07
1394,305,151,13,277,135,277,166,334,166,334,135,2013-02-22_13_20_07
1395,256,100,5,232,88,232,112,281,112,281,88,2013-02-22_13_20_07
1396,332,183,10,302,166,302,200,361,200,361,166,2013-02-22_13_20_07
1397,279,123,14,253,111,253,136,304,136,304,111,2013-02-22_13_20_07
1398,197,92,19,173,81,173,103,220,103,220,81,2013-02-22_13_20_07
1399,231,142,12,205,127,205,156,257,156,257,127,2013-02-22_13_20_07
1400,178,70,17,158,57,158,82,199,82,199,57,2013-02-22_13_20_07
1401,238,77,7,216,66,216,88,261,88,261,66,2013-02-22_13_20_07
1402,223,58,9,203,47,203,68,243,68,243,47,2013-02-22_13_20_07
1403,403,264,4,368,244,368,283,437,283,437,244,2013-02-22_13_25_07
1404,317,326,20,286,305,286,347,348,347,348,305,2013-02-22_13_25_07
1405,341,292,11,300,268,300,316,381,316,381,268,2013-02-22_13_25_07
1406,295,244,18,264,224,264,263,325,263,325,224,2013-02-22_13_25_07
1407,267,203,16,237,186,237,221,298,221,298,186,2013-02-22_13_25_07
